,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
1055,2163,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.095,-0.184,-0.105,,,,,,,,,,,,,0,1431.53,-2010056.0,-6690.0
1057,2165,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.075,-0.016,-0.117,,,,,,0.082,-0.042,0.053,,0.108,-0.136,,0,489.25,-2237403.0,-796.0
1059,2168,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.057,0.147,0.07,,0.062,0.043,,0,887.67,-2358311.0,-421.0
1061,2171,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.003,-0.22,0.321,,,,,,0.057,-0.016,-0.007,,0.153,-0.112,,0,829.84,-2362015.0,-60017.0
1063,2175,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,,,,-0.008,0.014,,,-0.102,0.063,-0.121,0.28,,0.017,0.059,,0,1055.51,-1928873.0,-31100.0
1065,2178,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.049,0.286,0.337,,,,,,0.104,0.029,0.041,,0.062,-0.217,,0,1467.81,-2294359.0,-373.0
1067,2181,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,0.115,0.015,-0.136,,,,,,0.063,-0.025,0.208,,0.062,0.083,,0,1092.63,-2272678.0,-5762.0
1069,2188,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.104,0.002,0.032,,-0.074,-0.014,,0,1662.61,-2309466.0,-198.0
1071,2191,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,0.069,0.046,-0.274,,,,,,0.082,-0.142,-0.109,,0.017,0.075,,0,551.3,-2340012.0,-19379.0
1073,2193,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,,,,,,,,0,565.96,-2361670.0,-77880.0
1075,2195,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.01,0.051,0.206,,,,,,0.063,-0.092,0.001,,0.335,-0.022,,0,1249.71,-2359352.0,-2071.0
1077,2198,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0,0.00591507973527,0.00540177371674,0.00574851814646,0.0,-0.016,0.061,0.11,,,,,,0.082,-0.136,-0.113,,0.062,0.002,,0,557.97,-2301674.0,-3566.0
1079,2203,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.016,-0.026,0.158,-0.008,0.049,,,-0.054,0.104,0.125,-0.109,,-0.074,-0.014,,0,1651.0,-2356144.0,-7822.0
1081,2205,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.016,-0.005,-0.049,,,,,,0.057,0.088,-0.134,,-0.074,0.067,,0,896.51,-2360222.0,-1498.0
1083,2208,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,-0.008,0.015,,,-0.101,0.057,-0.101,-0.021,,-0.21,0.01,,0,674.79,-2362410.0,-64339.0
1085,2214,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00510481155642,0.00540177371674,0.00574851814646,0.0,-0.029,-0.107,0.07,,,,,,,,,,,,,0,1380.07,-2359733.0,-1222.0
1087,2221,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.03,-0.016,0.326,,,,,,0.082,-0.013,-0.146,,0.244,-0.014,,0,1365.88,-2358799.0,-51666.0
1089,2224,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.1,0.1,0.1,0.1,0.1,0.0833333333333,0.0714285714286,0.00591507973527,0.00574228697231,0.00574851814646,0.027027027027,-0.068,-0.102,0.042,,,,,,0.063,0.165,-0.002,,0.062,0.026,,0,959.38,-2363737.0,-4561.0
1091,2227,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.015,-0.173,0.038,0.07,-0.029,0.01,,0,234.51,-2321419.0,-1582493.0
1093,2229,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0752187411798,0.023,-0.026,-0.325,,,,,,0.063,0.153,-0.013,,-0.119,-0.022,,0,968.88,-2364303.0,-1.0
1095,2232,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,-0.055,0.215,,0.108,-0.095,,0,263.26,-2336494.0,-1436.0
1097,2235,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.127,0.005,-0.027,,,,,,,,,,,,,0,571.71,-2358829.0,-61363.0
1099,2237,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.049,0.122,-0.093,,,,,,0.063,-0.062,-0.064,,0.062,0.189,,0,1227.06,-2362685.0,-5577.0
1101,2240,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0,,,,,,,,,0.063,0.145,-0.003,,-0.074,-0.055,,0,930.48,1.0,-2396.0
1103,2243,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,-0.153,-0.036,-0.234,,,,,,-0.029,-0.143,0.081,,0.017,-0.128,,0,203.18,-2302842.0,-4401.0
1105,2246,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.03,0.132,0.168,,,,,,,,,,,,,0,1390.47,-2365121.0,-1673.0
1107,2248,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,0.01,0.219,-0.094,,,,,,-0.702,-0.174,0.141,,0.153,-0.022,,0,79.17,-1903545.0,-22110.0
1109,2251,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.125,0.125,0.125,0.125,0.125,0.0833333333333,0.111111111111,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.023,0.071,-0.105,,,,,,0.104,0.348,-0.074,,-0.074,-0.177,,0,1547.21,-2357640.0,-786.0
1111,2257,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.0060099489019,0.00574851814646,0.0,0.016,0.051,0.275,,,,,,0.014,0.125,-0.108,,0.017,0.051,,0,299.44,-2055043.0,-3392.0
1113,2260,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0752187411798,0.069,0.025,-0.155,,,,,,0.057,0.037,-0.084,,-0.029,0.043,,0,827.62,-2360783.0,-1.0
1115,2270,0.00932835820896,0.00941676792224,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00598006644518,0.00574228697231,0.00574851814646,0.0,,,,-0.008,-0.005,,,-0.128,0.063,0.105,0.417,,0.153,-0.014,,0,1042.01,-2361205.0,-3605.0
1117,2273,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.049,0.183,0.067,,,,,,-0.657,-0.179,0.175,,0.062,0.116,,0,36.22,-2351469.0,-3023.0
1119,2278,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,-0.076,0.177,,0.017,0.067,,0,1261.24,-1606095.0,-58730.0
1121,2280,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,,,,0.063,0.327,-0.151,,-0.029,-0.071,,0,1002.69,-1060932.0,-89203.0
1123,2287,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00570678999824,0.00574851814646,0.00640403168119,-0.088,0.056,0.194,,,,,,0.104,-0.058,0.196,,-0.119,0.026,,0,1532.27,-2179651.0,-40091.0
1125,2294,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00540177371674,0.00574851814646,0.0,-0.075,-0.056,-0.305,,,,,,0.082,-0.138,-0.073,,-0.21,0.091,,0,586.46,-2353058.0,-54216.0
1127,2299,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.057,-0.05,-0.139,,0.062,0.002,,0,678.44,-2357747.0,-2285.0
1129,2301,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.134,0.143,0.185,,,,,,-0.725,-0.177,-0.018,,0.017,-0.047,,0,4.09,-2361917.0,-15719.0
1131,2304,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.00591507973527,0.00540177371674,0.00574851814646,0.0,0.036,0.148,-0.129,,,,,,0.104,0.084,0.149,,0.062,-0.177,,0,1547.17,-2309043.0,-4126.0
1133,2309,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,0.23,-0.142,,-0.074,0.059,,0,381.46,-2361951.0,-59247.0
1135,2311,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.01,-0.026,-0.057,,,,,,0.063,0.115,-0.02,,0.108,0.189,,0,1158.4,-2350563.0,-56682.0
1137,2313,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.186,-0.118,0.03,,,,,,0.037,-0.082,-0.111,,0.062,0.083,,0,303.45,-2347836.0,-2355.0
1139,2318,0.00859598853868,0.00841514726508,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.00802139037433,0.444444444444,0.444444444444,0.444444444444,0.444444444444,0.444444444444,0.0,0.0,0.00543507652371,0.00570678999824,0.00574851814646,0.00640403168119,,,,,,-0.007,0.038,0.184,0.057,-0.148,-0.079,-0.066,-0.119,-0.071,,0,676.67,-2342594.0,-24092.0
1141,2322,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00732285160457,0.00574851814646,0.0,-0.049,-0.061,-0.074,,,,,,0.101,-0.15,0.085,,-0.165,-0.047,,0,589.78,-2356737.0,-2528.0
1143,2331,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.049,0.041,-0.099,,,,,,0.063,0.238,-0.107,,-0.119,0.075,,0,944.9,-2325884.0,-2970.0
1145,2334,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00609756097561,0.00574851814646,0.0,-0.082,-0.087,-0.028,,,,,,-0.725,-0.161,-0.069,,0.017,0.124,,0,0.83,-2363017.0,-44354.0
1147,2340,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,,,,,,,,,0.063,-0.071,0.271,,0.017,-0.087,,0,1031.93,-2360405.0,-293059.0
1149,2343,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.135,0.015,,-0.029,0.018,,0,1187.62,-2353876.0,-2314.0
1151,2346,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.00591507973527,0.00574228697231,0.00574851814646,0.0752187411798,-0.114,0.036,-0.012,,,,,,0.063,0.091,-0.022,,0.017,-0.047,,0,961.65,-2364311.0,-1.0
1153,2348,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608696,0.00568469349887,0.00574228697231,0.0135473876919,0.0,-0.114,0.036,-0.012,,,,,,0.063,0.231,-0.137,,0.017,0.035,,0,961.65,1.0,-17255.0
1155,2350,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,-0.062,0.138,-0.055,,,,,,0.063,0.161,-0.113,,-0.029,-0.152,,0,938.49,-2358121.0,-66081.0
1157,2357,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,-0.011,0.103,0.057,-0.126,-0.075,,-0.165,-0.03,,0,722.52,-2364050.0,-11565.0
1159,2360,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,-0.023,0.005,0.007,,,,,,0.063,0.066,0.055,,0.017,-0.006,,0,971.81,-2311408.0,-1340.0
1161,2364,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,-0.068,0.092,0.29,,,,,,0.063,0.06,-0.035,,0.108,-0.014,,0,1141.55,-2339878.0,-133472.0
1163,2368,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.088,-0.138,-0.091,,,,,,0.063,0.166,0.068,,-0.119,-0.112,,0,956.46,-2362865.0,-4815.0
1165,2370,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.063,-0.002,0.097,,0.108,0.124,,0,1122.52,-2327478.0,-1726306.0
1167,2372,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,-0.008,-0.023,,,-0.153,0.037,0.434,-0.123,,0.153,-0.112,,0,375.42,-1554985.0,-14103.0
1169,2378,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.0060099489019,0.00574851814646,0.0,,,,,,-0.007,0.019,0.152,0.057,-0.164,-0.002,,0.017,0.108,,0,744.87,-2332209.0,-54205.0
1171,2384,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,-0.007,0.035,0.179,0.057,-0.176,0.189,,0.062,0.059,,0,706.64,-2356057.0,-2035548.0
1173,2386,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0,,,,,,,,,0.104,-0.048,0.07,,0.017,0.148,,0,1662.61,198.0,-14021.0
1175,2389,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.016,0.056,0.042,,,,,,-0.702,-0.16,0.02,,0.017,-0.079,,0,99.68,-2362017.0,-3903.0
1177,2392,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.055,0.051,0.077,,,,,,0.037,-0.204,-0.092,,0.017,0.043,,0,248.68,-2189449.0,-6973.0
1179,2394,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.082,-0.005,0.249,,,,,,0.082,0.013,-0.012,,-0.119,-0.095,,0,1393.54,-2313576.0,-4273.0
1181,2396,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.03,0.066,0.014,,,,,,-0.725,-0.169,0.033,,0.017,0.035,,0,2.86,-2349476.0,-63175.0
1183,2400,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.240687679083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0135473876919,0.0752187411798,-0.023,-0.036,0.095,,,,,,0.101,-0.017,-0.062,0.043,-0.165,-0.079,,0,670.76,1.0,-1.0
1185,2403,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.0232558139535,-0.108,-0.199,0.022,,,,,,0.015,-0.176,-0.031,,-0.074,-0.12,,0,219.87,1218.0,-4402.0
1187,2406,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,-0.167,-0.067,0.143,,,,,,0.104,0.029,0.019,,-0.256,-0.055,,0,1584.77,-2305719.0,-6218.0
1189,2411,0.0089159864949,0.00892351045395,0.008979402916,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,0.047,0.199,0.057,-0.183,0.163,,-0.074,0.075,,0,676.79,-2363773.0,-14535.0
1191,2414,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0135473876919,0.0752187411798,,,,,,,,,0.063,-0.034,-0.074,,0.108,0.043,,0,1147.49,1.0,-1.0
1193,2419,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.106,0.067,,-0.029,-0.039,,0,1123.91,-792081.0,-5261.0
1195,2423,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0,0.0434782608696,,,,,,,,,0.037,0.104,-0.101,,0.017,0.1,,0,291.44,1775.0,-5774.0
1197,2426,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.0,0.0,0.056,-0.036,-0.078,,,,,,0.063,-0.027,0.227,,0.153,0.238,,0,1091.11,174.0,-11058.0
1199,2431,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,-0.055,0.097,-0.229,,,,,,0.082,-0.155,-0.036,,-0.074,0.197,,0,576.62,-2353443.0,-556872.0
1201,2438,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.0060099489019,0.00574851814646,0.0,0.036,-0.005,-0.189,,,,,,0.101,-0.01,-0.119,,-0.029,-0.039,,0,671.54,-2322201.0,-3619.0
1203,2441,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0147058823529,0.0,,,,,,,,,0.063,0.145,-0.147,,-0.029,-0.055,,0,1018.26,1773.0,-38335.0
1205,2444,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,-0.029,0.02,0.2,,,,,,0.057,0.16,0.092,,-0.029,-0.071,,0,617.89,178.0,-6219.0
