,Id,start_date,start_date_id_diff,start_date_id_diff_reverse,L1_S24_F1559,L3_S32_F3851,L1_S24_F1827,L1_S24_F1582,L3_S32_F3854,L1_S24_F1510,L1_S24_F1525,L3_S30_start_date,start_date_OOF,start_date_id_diff_OOF,start_date_id_diff_reverse_OOF,L1_S24_F1559_OOF,L3_S32_F3851_OOF,L1_S24_F1827_OOF,L1_S24_F1582_OOF,L3_S32_F3854_OOF,L1_S24_F1510_OOF,L1_S24_F1525_OOF,L3_S30_start_date_OOF
971,1993,946.73,-2222976,-4048,0,0,0,0,0,0,0,955.69,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
973,1998,202.04,-2358024,-576,0,0,0,0,0,0,0,202.38,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
974,1999,203.1,-2350538,-61969,0,0,0,0,0,0,0,203.68,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
976,2004,1463.59,-2363457,-1426,0,0,0,0,0,0,0,1467.19,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
982,2019,87.54,-2360144,-2634,0,0,0,0,0,0,0,89.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
983,2020,1041.81,-2363625,-883918,1,0,1,0,0,3,3,1076.38,0.0,0.00588929271625,0.00644950904392,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
984,2021,1056.11,-1645425,-1690,0,0,0,0,0,0,0,1089.42,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
986,2024,376.04,-2349051,-26840,0,0,0,0,0,0,0,424.04,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
987,2026,1265.2,-2070789,-3078,0,0,0,0,0,0,0,1275.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
989,2034,912.42,-497290,-2447,0,0,0,0,0,0,0,920.93,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
994,2043,1448.86,-2362877,-3542,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
998,2053,568.93,-2351669,-621,0,0,0,0,0,0,0,571.11,0.0833333333333,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.133333333333
1001,2060,1518.1,-2363432,-4265,0,0,0,0,0,0,0,1525.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1006,2069,1000.44,-2101754,-881,0,0,0,0,0,0,0,1014.44,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1009,2075,273.79,-2251914,-14091,0,0,0,0,0,0,0,275.71,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1012,2082,1584.53,-2342993,-2115,0,0,0,0,0,0,0,1591.59,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1014,2090,1462.97,-2147342,-6209,0,0,0,0,0,0,0,1465.49,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1015,2096,74.0,-2169143,-1748,0,0,0,0,0,0,0,79.59,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1020,2101,972.47,-2343427,-4885,0,0,0,0,0,0,0,975.1,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1022,2104,961.42,-2345525,-7739,0,0,0,0,0,0,0,963.45,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1023,2106,938.36,-2364291,-12768,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1024,2107,977.9,-2365304,-311,0,0,0,0,0,0,0,980.41,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1027,2116,404.26,-959131,-6748,1,0,1,0,0,3,3,466.74,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1029,2122,991.35,-2364708,-51943,0,0,0,0,0,0,0,1009.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1031,2124,698.68,-1026040,-1665,0,0,0,0,0,0,0,740.46,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1032,2126,619.17,-2313554,-1361,0,0,0,0,0,0,0,622.11,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1033,2127,928.61,-2291515,-5495,0,0,0,0,0,0,0,938.25,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1034,2128,1314.03,-2071773,-61155,0,0,0,0,0,0,0,1323.15,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1035,2131,795.46,-2362572,-3001,1,0,1,0,0,3,3,803.67,0.0909090909091,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.111111111111
1036,2132,667.17,-2333207,-68125,0,0,0,0,0,0,0,670.01,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1037,2133,930.64,-2130586,-2326,0,0,0,0,0,0,0,940.06,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1041,2141,634.23,-2364912,-1782374,0,0,0,0,0,0,0,637.09,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1042,2143,335.92,-2357758,-8055,0,0,0,0,0,0,0,338.0,0.222222222222,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0769230769231
1044,2146,821.77,-2287906,-8813,0,0,0,0,0,0,0,826.19,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1046,2149,1476.3,-2356810,-58012,0,0,0,0,0,0,0,1479.17,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1048,2151,258.74,-2364581,-54788,0,0,0,0,0,0,0,259.19,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1051,2155,121.82,-2340748,-1403,0,0,0,0,0,0,0,130.76,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1053,2160,1343.68,-2348112,-527,0,0,0,0,0,0,0,1357.52,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1055,2163,1431.53,-2010056,-6690,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1059,2168,887.67,-2358311,-421,0,0,0,0,0,0,0,891.61,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1060,2169,1149.99,-2359148,-61583,0,0,0,0,0,0,0,1174.39,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1064,2176,1499.76,-2347232,-61676,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1067,2181,1092.63,-2272678,-5762,0,0,0,0,0,0,0,1093.71,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1069,2188,1662.61,-2309466,-198,0,0,0,0,0,0,0,1664.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1070,2189,1518.71,-2309978,-53842,0,0,0,0,0,0,0,1527.92,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1071,2191,551.3,-2340012,-19379,0,0,0,0,0,0,0,553.13,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1072,2192,1007.16,-1988663,-4727,0,0,0,0,0,0,0,1042.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1078,2202,1309.75,-2363636,-3784,0,0,0,0,0,0,0,1313.98,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1081,2205,896.51,-2360222,-1498,0,0,0,0,0,0,0,905.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1082,2206,334.85,-2337061,-2528,0,0,0,0,0,0,0,336.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1083,2208,674.79,-2362410,-64339,1,0,1,0,0,3,3,717.02,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1086,2218,1625.86,-2357292,-2522,0,0,0,0,0,0,0,1628.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1087,2221,1365.88,-2358799,-51666,0,0,0,0,0,0,0,1372.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1088,2222,974.69,-2301432,-75923,0,0,0,0,0,0,0,1004.61,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1089,2224,959.38,-2363737,-4561,0,0,0,0,0,0,0,962.06,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1091,2227,234.51,-2321419,-1582493,0,0,0,0,0,0,0,235.74,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1096,2233,838.67,-2329480,-1280,0,0,0,0,0,0,0,879.83,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1099,2237,1227.06,-2362685,-5577,0,0,0,0,0,0,0,1238.81,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00585877977147
1100,2238,1364.51,-2292416,-137482,0,0,0,0,0,0,0,1366.75,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1101,2240,930.48,1,-2396,0,0,0,0,0,0,0,939.98,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1102,2241,185.51,-2296045,-623880,0,0,0,0,0,0,0,186.14,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1104,2245,617.22,-2360161,-1603,0,0,0,0,0,0,0,619.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1105,2246,1390.47,-2365121,-1673,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1106,2247,135.43,-2364474,-38269,0,0,0,0,0,0,0,138.35,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1107,2248,79.17,-1903545,-22110,0,0,0,0,0,0,0,86.84,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1108,2249,743.69,-2363090,-1802,1,0,1,0,0,3,3,770.88,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1113,2260,827.62,-2360783,-1,0,0,0,0,0,0,0,835.42,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1114,2263,707.18,-2358243,-3805,1,0,1,0,0,3,3,743.3,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1115,2270,1042.01,-2361205,-3605,1,0,1,0,0,2,2,1076.25,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.00764058679707,0.0
1116,2271,735.93,-2363484,-28705,0,0,0,0,0,0,0,761.72,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.111111111111
1120,2279,1501.53,-2364688,-66732,0,0,0,0,0,0,0,1510.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1122,2282,203.0,1,-16311,0,0,0,0,0,0,0,203.8,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0909090909091
1125,2294,586.46,-2353058,-54216,0,0,0,0,0,0,0,591.07,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1126,2298,804.09,-2339011,-1186,0,0,0,0,0,0,0,811.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.2
1128,2300,1378.37,-2362452,-5223,0,0,0,0,0,0,0,1378.69,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1129,2301,4.09,-2361917,-15719,0,0,0,0,0,0,0,6.11,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1130,2302,676.48,-2269549,-1,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
1133,2309,381.46,-2361951,-59247,0,0,0,0,0,0,0,427.26,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1134,2310,1156.99,-2364585,-8881,1,0,1,0,0,3,3,1179.95,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1135,2311,1158.4,-2350563,-56682,0,0,0,0,0,0,0,1159.47,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1137,2313,303.45,-2347836,-2355,0,0,0,0,0,0,0,315.14,0.0416666666667,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1141,2322,589.78,-2356737,-2528,0,0,0,0,0,0,0,601.43,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1142,2328,1214.99,-2310623,-117841,0,0,0,0,0,0,0,1216.68,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1144,2332,969.41,-2357002,-1160,0,0,0,0,0,0,0,991.52,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1148,2342,375.02,-1773013,-3391,1,0,1,0,0,3,3,423.13,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1149,2343,1187.62,-2353876,-2314,0,0,0,0,0,0,0,1208.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1151,2346,961.65,-2364311,-1,0,0,0,0,0,0,0,963.74,0.0625,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1153,2348,961.65,1,-17255,0,0,0,0,0,0,0,994.91,0.0625,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1156,2353,475.61,-2353184,-2671,0,0,0,0,0,0,0,475.9,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1158,2358,675.94,-2362649,-54440,0,0,0,0,0,0,0,677.53,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1160,2363,971.5,-2319898,-299,0,0,0,0,0,0,0,973.37,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1162,2366,0.86,-2301409,-1067,0,0,0,0,0,0,0,2.03,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1163,2368,956.46,-2362865,-4815,0,0,0,0,0,0,0,959.78,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1164,2369,894.77,-2322101,-11787,0,0,0,0,0,0,0,901.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1165,2370,1122.52,-2327478,-1726306,0,0,0,0,0,0,0,1124.05,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1166,2371,99.0,-2359774,-53933,0,0,0,0,0,0,0,99.65,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1167,2372,375.42,-1554985,-14103,1,0,1,0,0,3,3,423.21,0.047619047619,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1169,2378,744.87,-2332209,-54205,1,0,1,0,0,3,3,772.24,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1172,2385,233.94,1654,-7002,0,0,0,0,0,0,0,235.17,0.0,0.0185185185185,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1173,2386,1662.61,198,-14021,0,0,0,0,0,0,0,1664.0,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1174,2388,709.15,-2324800,-4120,1,0,1,0,0,3,3,745.41,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1175,2389,99.68,-2362017,-3903,0,0,0,0,0,0,0,102.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1177,2392,248.68,-2189449,-6973,0,0,0,0,0,0,0,250.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1179,2394,1393.54,-2313576,-4273,0,0,0,0,0,0,0,1394.43,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1180,2395,790.44,-910698,-76850,1,0,1,0,0,3,3,802.2,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
1182,2398,1272.64,-2328440,-4266,0,0,0,0,0,0,0,1278.83,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1183,2400,670.76,1,-1,0,1,0,0,23,0,0,671.19,0.04,0.0124554660981,0.0743275594987,0.00540415494186,0.0492996682639,0.00540311372965,0.00582041315309,0.226708074534,0.00540296992245,0.00540319668548,0.0
1184,2402,271.43,-2342433,-6953,0,0,0,0,0,0,0,271.98,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1187,2406,1584.77,-2305719,-6218,0,0,0,0,0,0,0,1591.81,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1188,2410,804.38,-2362291,-68338,1,1,1,0,17,3,3,808.64,0.0,0.00588929271625,0.0,0.00947217644431,0.0492996682639,0.00939583144813,0.00582041315309,0.157438613385,0.00944567917375,0.0094374686899,0.0
1192,2416,1225.58,-2359406,-2672,0,0,0,0,0,0,0,1226.83,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1200,2432,169.22,-2364863,-135678,0,0,0,0,0,0,0,169.82,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1202,2440,920.96,-2342888,-72623,0,0,0,0,0,0,0,923.25,0.111111111111,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1203,2441,1018.26,1773,-38335,0,0,0,0,0,0,0,1045.97,0.0,0.0188679245283,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1208,2452,553.91,-2295061,-3110,0,0,0,0,0,0,0,555.26,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1209,2453,689.66,-2356256,-57954,1,0,1,0,0,2,2,726.51,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.00764058679707,0.0
1212,2460,181.39,-2358318,-133520,0,0,0,0,0,0,0,181.96,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1213,2461,1110.4,-2352370,-127212,0,0,0,0,0,0,0,1110.82,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1214,2462,1027.25,-2201915,-4607,0,0,0,0,0,0,0,1063.89,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
1224,2485,1124.01,2292,-5172,1,0,1,0,0,3,3,1175.05,0.0,0.0,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
